unit_id,timestamp,solar_irradiance_Wm2,temperature_C,panel_voltage_V,panel_current_A,battery_soc_pct
aurion-001,10/13/2025 2:00,506.91,35.55,36.79,2.96,0.02
aurion-001,10/13/2025 3:00,475.64,44.96,34.61,2.78,0.02
aurion-001,10/13/2025 4:00,460.19,32.63,35.65,2.69,0.02
aurion-001,10/13/2025 5:00,504.14,40.81,35.83,2.94,0.02
aurion-001,10/13/2025 6:00,523.54,36.41,35.37,3.06,0.02
aurion-001,10/13/2025 7:00,439.67,41.53,36.15,2.57,0.02
aurion-001,10/13/2025 8:00,448.95,36.58,36.59,2.62,0.02
aurion-001,10/13/2025 9:00,298.92,51.83,35.28,1.74,0.02
aurion-001,10/13/2025 10:00,415.13,37.37,35.39,2.42,0.02
aurion-001,10/13/2025 11:00,534.3,35.63,35.69,3.12,0.02
aurion-001,10/13/2025 12:00,507.08,30.84,36.73,2.96,0.02
aurion-001,10/13/2025 13:00,408.79,38.71,35.02,2.39,0.02
aurion-001,10/13/2025 14:00,225.62,32.07,38.59,1.32,0.02
aurion-001,10/13/2025 15:00,420.81,25.3,36.05,2.46,0.02
aurion-001,10/13/2025 16:00,499.9,42.18,36.87,2.92,0.02
aurion-001,10/13/2025 17:00,351.05,29.24,34.69,2.05,0.02
aurion-001,10/13/2025 18:00,263.83,47.41,35.61,1.54,0.02
aurion-001,10/13/2025 19:00,341.03,39.95,34.06,1.99,0.02
aurion-001,10/13/2025 20:00,474.32,24.38,34.19,2.77,0.02
aurion-001,10/13/2025 21:00,291.06,30.07,37.53,1.7,0.02
aurion-001,10/13/2025 22:00,324.68,36.22,36.31,1.89,0.02
aurion-001,10/13/2025 23:00,383.55,33.61,35.19,2.24,0.02
aurion-001,10/14/2025 0:00,292.57,30.33,37.14,1.71,0.03
aurion-001,10/14/2025 1:00,186.08,32.59,35.94,1.09,0.03
aurion-001,10/14/2025 2:00,398.25,33.68,36.93,2.32,0.03
aurion-001,10/14/2025 3:00,359.22,20.34,36.1,2.1,0.03
aurion-001,10/14/2025 4:00,312.66,33.55,35.17,1.82,0.03
aurion-001,10/14/2025 5:00,294.53,40.08,36.44,1.72,0.03
aurion-001,10/14/2025 6:00,373.02,36.75,36.83,2.18,0.03
aurion-001,10/14/2025 7:00,421.28,50.2,34.91,2.46,0.03
aurion-001,10/14/2025 8:00,314.96,44,34.71,1.84,0.03
aurion-001,10/14/2025 9:00,355,30.85,38.01,2.07,0.03
aurion-001,10/14/2025 10:00,200.96,33.28,34.48,1.17,0.03
aurion-001,10/14/2025 11:00,46.89,33.71,34.69,0.27,0.03
aurion-001,10/14/2025 12:00,405.39,30.51,34.63,2.37,0.03
aurion-001,10/14/2025 13:00,211.51,30.01,36.18,1.23,0.03
aurion-001,10/14/2025 14:00,168.93,34.94,35.26,0.99,0.03
aurion-001,10/14/2025 15:00,192.7,30.97,36.42,1.12,0.03
aurion-001,10/14/2025 16:00,133.52,31.66,36.01,0.78,0.03
aurion-001,10/14/2025 17:00,84.08,37.59,35.24,0.49,0.03
aurion-001,10/14/2025 18:00,167.88,38.04,35.8,0.98,0.03
aurion-001,10/14/2025 19:00,32.19,27.53,35.16,0.19,0.03
aurion-001,10/14/2025 20:00,162.55,38.65,35.69,0.95,0.03
aurion-001,10/14/2025 21:00,0,34.57,34.86,0,0.03
aurion-001,10/14/2025 22:00,10.81,33.06,37.54,0.06,0.03
aurion-001,10/14/2025 23:00,209.07,34.74,35.28,1.22,0.03
aurion-001,10/15/2025 0:00,53.7,32.99,36.55,0.31,0.03
aurion-001,10/15/2025 1:00,174.83,33.63,37.61,1.02,0.03
aurion-001,10/15/2025 2:00,148.29,36.84,36,0.87,0.03
aurion-001,10/15/2025 3:00,98.07,32.82,36.18,0.57,0.03
aurion-001,10/15/2025 4:00,79.15,35.95,36.41,0.46,0.03
aurion-001,10/15/2025 5:00,20.99,37.27,35.31,0.12,0.03
aurion-001,10/15/2025 6:00,55.73,37.22,37.5,0.33,0.03
aurion-001,10/15/2025 7:00,0,36.74,36.25,0,0.03
aurion-001,10/15/2025 8:00,45.65,29.68,36.89,0.27,0.03
aurion-001,10/15/2025 9:00,0,31.52,34.46,0,0.03
aurion-001,10/15/2025 10:00,0,32.74,34.98,0,0.03
aurion-001,10/15/2025 11:00,0,35.29,35.09,0,0.03
aurion-001,10/15/2025 12:00,22.13,33.45,34.69,0.13,0.03
aurion-001,10/15/2025 13:00,123.53,36.58,36.2,0.72,0.03
aurion-001,10/15/2025 14:00,0,36.34,35.87,0,0.03
aurion-001,10/15/2025 15:00,0,44.74,35.36,0,0.03
aurion-001,10/15/2025 16:00,0,32.24,34.65,0,0.03
aurion-001,10/15/2025 17:00,87.39,36.4,34.2,0.51,0.03
aurion-001,10/15/2025 18:00,0,32.55,35.4,0,0.03
aurion-001,10/15/2025 19:00,0,42.44,37.82,0,0.03
aurion-001,10/15/2025 20:00,0,33.38,36.49,0,0.03
aurion-001,10/15/2025 21:00,0,26.8,33.86,0,0.03
aurion-001,10/15/2025 22:00,0,27.36,37.1,0,0.03
aurion-001,10/15/2025 23:00,0,35.49,36.77,0,0.03
aurion-001,10/16/2025 0:00,225.48,40.06,35.23,1.32,0.03
aurion-001,10/16/2025 1:00,48.16,41.39,37.76,0.28,0.03
aurion-001,10/16/2025 2:00,0,35.06,36.75,0,0.03
aurion-001,10/16/2025 3:00,0,33.8,36.24,0,0.03
aurion-001,10/16/2025 4:00,0,34.41,35.84,0,0.03
aurion-001,10/16/2025 5:00,0,44.82,34.73,0,0.03
aurion-001,10/16/2025 6:00,5.43,30.87,36.27,0.03,0.03
aurion-001,10/16/2025 7:00,0,39.79,35.44,0,0.03
aurion-001,10/16/2025 8:00,23.28,41.74,37.82,0.14,0.03
aurion-001,10/16/2025 9:00,0,28.34,36.18,0,0.03
aurion-001,10/16/2025 10:00,0,34.09,35.38,0,0.03
aurion-001,10/16/2025 11:00,0,28.4,34.5,0,0.03
aurion-001,10/16/2025 12:00,0,30.92,36.16,0,0.03
aurion-001,10/16/2025 13:00,0,34.15,34.78,0,0.03
aurion-001,10/16/2025 14:00,0,32.86,35.58,0,0.03
aurion-001,10/16/2025 15:00,0,29.56,35.78,0,0.03
aurion-001,10/16/2025 16:00,0,32.42,34.82,0,0.03
aurion-001,10/16/2025 17:00,0,29.8,34.95,0,0.03
aurion-001,10/16/2025 18:00,0,39.55,35.41,0,0.03
aurion-001,10/16/2025 19:00,0,35.77,36.49,0,0.03
aurion-001,10/16/2025 20:00,0,35.85,36.07,0,0.03
aurion-001,10/16/2025 21:00,0,35.28,36.29,0,0.03
aurion-001,10/16/2025 22:00,0,36.73,35.56,0,0.03
aurion-001,10/16/2025 23:00,0,38.04,34.42,0,0.03
aurion-001,10/17/2025 0:00,0,28.49,38.36,0,0.03
